33.76753148,-84.33434334
33.76753096,-84.33435625
33.76752994,-84.33438724
33.76752817,-84.33443818
33.76752375,-84.33446162
33.76752268,-84.33447554
33.76752173,-84.33448682
33.76751879,-84.3345224
33.76751745,-84.33462152
33.767519,-84.33463578
33.76752144,-84.33464569
33.76752448,-84.33465684
33.76752586,-84.33466729
33.76752705,-84.3346829
33.76752751,-84.33476363
33.76752956,-84.33478421
33.76752693,-84.33481668
33.76753083,-84.33498911
33.76753574,-84.33504582
33.76753179,-84.33509941
33.76754341,-84.33526922
33.76752376,-84.33427567
33.76752568,-84.33428729
33.76752666,-84.33429768
33.7675318,-84.33432004
33.76753078,-84.33437576
33.76752978,-84.33440291
33.76752919,-84.33442638
33.76752542,-84.33445138
33.76752181,-84.33450823
33.7675187,-84.33453621
33.76751728,-84.33457389
33.76751581,-84.33458669
33.76751672,-84.33459981
33.76751724,-84.33461184
33.76752682,-84.33470105
33.76752823,-84.33473065
33.76752892,-84.33474422
33.76752808,-84.33477303
33.76752996,-84.33479378
33.76752822,-84.33480579
33.76752665,-84.33485124
33.7675325,-84.3348925
33.76753175,-84.33490378
33.76752903,-84.33494042
33.76752907,-84.33495739
33.76753088,-84.33497667
33.76753147,-84.33500145
33.76753406,-84.3350654
33.76753614,-84.33517041
33.76754212,-84.33528446
